State	Organization	URL	Status	Title	MetaDescription	H1s	PrimaryNavCTAs	DonateURL	VolunteerURL	LandownerURL	EmailCapture	Socials	CMSHints	AnalyticsHints	Facebook	Instagram	YouTube	LinkedIn
Georgia	Georgia-Alabama Land Trust	https://www.galandtrust.org/	200	Georgia-Alabama Land Trust		Protecting land in perpetuity.|498,000 acres	About|History|Staff & Board|Strategic Plan|Accreditation|Magazine|Land Protection Programs|Donated Easements|Army-REPI|ILF Wetland Mitigation	https://www.galandtrust.org/donated-easements		https://www.galandtrust.org/land-protection-programs	Yes	"{""facebook"": ""https://www.facebook.com/GALandTrust/"", ""instagram"": ""https://www.instagram.com/galandtrust/"", ""twitter"": ""https://twitter.com/GAlandtrust"", ""linkedin"": ""https://www.linkedin.com/company/galandtrust"", ""tiktok"": ""https://www.tiktok.com/@galandtrust""}"	Squarespace		https://www.facebook.com/GALandTrust/	https://www.instagram.com/galandtrust/		https://www.linkedin.com/company/galandtrust
Georgia	Georgia Piedmont Land Trust	https://gplandtrust.org	FetchError:ERROR: Cannot connect to host gplandtrust.org:443 ssl:default [nodename nor servname provided, or not known]															
Georgia	Mountain Conservation Trust of Georgia	https://mctga.org	200	Mountain Conservation Trust of Georgia - Connecting Land, Water & Community	The Mountain Conservation Trust of Georgia (MCT) is an accredited land trust dedicated to the permanent conservation of the natural resources and scenic beauty of the North Georgia foothills and mountains. With a mission focused only on the North Georgia mountains and foothills region, we serve as a regional catalyst for critical conservation efforts in North Georgia.	Mountain Conservation Trust of Georgia	Home|About|Leadership Team|Our Story|Employment|MCT Partnerships and Milestones|What is a Land Trust|Conserving Your Land|Protected Properties Map|Conservation Options	https://mctga.org/donate/		https://mctga.org/conserving-your-land/conservation-options/	Yes	"{""instagram"": ""https://www.instagram.com/explore/tags/mountainconservationtrust/"", ""facebook"": ""https://www.facebook.com/MountainConservationTrust/"", ""twitter"": ""https://twitter.com/mountainconserv""}"	WordPress		https://www.facebook.com/MountainConservationTrust/	https://www.instagram.com/explore/tags/mountainconservationtrust/		
Georgia	Ocmulgee Land Trust	https://www.ocmulgeelandtrust.com/	200	Ocmulgee Land Trust - Preserving Land for Future Generations	The Ocmulgee Land Trust is a non-profit organization dedicated to preserving local property and handling conservation easements along the Ocmulgee River.	Ocmulgee Land Trust|Preserving Land|Welcome		https://www.cfcga.org/sslpage.aspx?pid=376 			Yes	{}	WordPress	Google Analytics/Tag Manager				
Georgia	St. Simons Land Trust	https://sslt.org	200	Home - St. Simons Land Trust		Preserving the natural and scenic character ofSt. Simons Island	CANNON’S POINT PRESERVE|Our Mission	https://sslt.org/donate/	https://sslt.org/take-action/volunteer/		Yes	"{""facebook"": ""https://www.facebook.com/stsimonslandtrust/"", ""instagram"": ""https://www.instagram.com/stsimonslandtrust/"", ""twitter"": ""https://twitter.com/SSLandTrust"", ""youtube"": ""https://www.youtube.com/channel/UCxjj8ccFykIqTAnZPmz7-GA""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/stsimonslandtrust/	https://www.instagram.com/stsimonslandtrust/	https://www.youtube.com/channel/UCxjj8ccFykIqTAnZPmz7-GA	
Hawaii	Hawaiian Islands Land Trust	https://www.hilt.org/	200	Hawaiʻi Land Trust		Protected!74 Acres in Hilo, Hawaiʻi|8|55	Our Work|Our Work|Active ʻĀina Protection Projects|HILT Preserves|ʻĀina-Based Education & Connection|ʻĀina Stewardship & Restoration|Protected Lands By Island|Get Involved|Get Involved|Volunteer	https://www.hilt.org/donate	https://www.hilt.org/volunteer	https://www.hilt.org/resources	No	"{""vimeo"": ""https://vimeo.com/688137296"", ""instagram"": ""https://www.instagram.com/hilandtrust/"", ""facebook"": ""https://www.facebook.com/HILandTrust"", ""linkedin"": ""http://www.linkedin.com/hawaiian-islands-land-trust""}"	Squarespace	Google Analytics/Tag Manager	https://www.facebook.com/HILandTrust	https://www.instagram.com/hilandtrust/		http://www.linkedin.com/hawaiian-islands-land-trust
Idaho	Kaniksu Land Trust	https://www.kaniksu.org/	200	Kaniksu Land Trust	"We have a deep respect for the lands of the Kaniksu Region. We work to 
conserve the forests, farmlands, mountains, and valleys of this area. 
Through our collective caring for the land and water, we ensure that it 
endures for future generations."	THIS PLACE MATTERS	Conservation|Conservation Agreements|Conservation Projects|Kaniksu Lumber|Education|Youth Education|Kaniksu Folk School|Community|Community Land Trust Housing|Montana	https://kaniksu.org/donate	https://www.kaniksu.org/volunteer		No	"{""facebook"": ""https://www.facebook.com/KLT7B"", ""instagram"": ""https://www.instagram.com/kaniksult/"", ""youtube"": ""https://www.youtube.com/channel/UC14KWhOFLC2AquWQQCDFfiQ/featured"", ""linkedin"": ""https://www.linkedin.com/company/kaniksu-land-trust""}"	Squarespace	Google Analytics/Tag Manager	https://www.facebook.com/KLT7B	https://www.instagram.com/kaniksult/	https://www.youtube.com/channel/UC14KWhOFLC2AquWQQCDFfiQ/featured	https://www.linkedin.com/company/kaniksu-land-trust
Idaho	Land Trust of the Treasure Valley	https://www.lttv.org	200	Land Trust of the Treasure Valley	"Land Trust of the Treasure Valley is a nonprofit organization dedicated to 
land preservation and the protection of our open spaces."	|Our promise: A legacy of permanent land protection and meaningful connection to the lands we love.	About Us|Our Team|Public Media|Contact Us|Where We Work|Lands We Own & Manage|Lands Protected by Easements|Harrison Hollow|Past Projects|Event Calendar	https://www.lttv.org/donate	https://www.lttv.org/volunteer		Yes	"{""facebook"": ""https://www.facebook.com/LandTrustTreasureValley/"", ""twitter"": ""https://twitter.com/LandTrustLTTV"", ""instagram"": ""http://instagram.com/landtrusttreasurevalley""}"	Squarespace	Google Analytics/Tag Manager	https://www.facebook.com/LandTrustTreasureValley/	http://instagram.com/landtrusttreasurevalley		
Idaho	Lemhi Regional Land Trust	https://lemhilandtrust.org	200	Lemhi Regional Land Trust – Conserving Landscapes & Lifestyles in Central Idaho	Conserving Landscapes & Lifestyles in Central Idaho		About|About Our Organization|Contact Us|FAQs|Conservation Easements|Conservation Easements 101|Shell Creek|Leadore Land Partners|Pine Creek Ranch|Geertson Creek	https://donorbox.org/lemhiregionallandtrust			Yes	{}	WordPress					
Idaho	Palouse Land Trust	https://www.palouselandtrust.org/	200	Palouse Land Trust	"The Palouse Land Trust works with families to conserve the very best of the 
Palouse and north-central Idaho."	|Events and activities	Membership Drive 25|what we do|strategic plan|conservation plan|heritage & history|connection to nature|palouse prairie|our mission|history|our team	https://www.palouselandtrust.org/donate	https://www.palouselandtrust.org/volunteer		Yes	"{""instagram"": ""http://instagram.com/PalouseLT""}"	Squarespace	Google Analytics/Tag Manager		http://instagram.com/PalouseLT		
Idaho	Sagebrush Steppe Land Trust	https://sagebrushlandtrust.org/	200	Sagebrush Steppe Land Trust | Land Conservation in SE Idaho		Sagebrush Steppe Land Trust|the latest news and events|Land Trust mission	Home|Get Involved|Landowner Information|Conservation Easements|Places to Explore|Community Conservation|Artist in Residence|Habitat Haven|Portneuf River Vision|Mitigation Fund	http://weblink.donorperfect.com/SSLTdonatenow		https://sagebrushlandtrust.org/landowners/	No	"{""facebook"": ""https://www.facebook.com/SagebrushTrust"", ""twitter"": ""https://twitter.com/SagebrushTrust"", ""instagram"": ""https://www.instagram.com/sagebrushlandtrust""}"	WordPress		https://www.facebook.com/SagebrushTrust	https://www.instagram.com/sagebrushlandtrust		
Idaho	Teton Regional Land Trust	https://tetonlandtrust.org	200	Teton Regional Land Trust | Land Conservation in Eastern Idaho	The Teton Regional Land Trust works to conserve working farms and ranches, fisha and wildlife habitat, and scenic open spaces in eastern Idaho.	3rd Annual Greater Yellowstone Crane Festival	Connect|Mission|Our History|Celebrating 35 Years|30 Years in 30 Stories|Our Staff|Mandy Crane|Nicole Cyr|Katie Gabel-Patterson|Lydia Hanson	https://tetonlandtrust.org/give-to-a-specific-project-or-fund/	https://tetonlandtrust.org/engage/volunteer/	https://tetonlandtrust.org/conserve/conserve-your-land/	No	"{""facebook"": ""https://www.facebook.com/tetonlandtrust/?ref=ts"", ""instagram"": ""https://www.instagram.com/tetonlandtrust/"", ""twitter"": ""https://twitter.com/intent/tweet?text=https%3A%2F%2Fwww.facebook.com%2F360428179647_1204707741694844"", ""linkedin"": ""https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fwww.facebook.com%2F360428179647_1204707741694844&title=%09We%E2%80%99re%20hiring%20a%20Stewardship%20Director%21%20%F0%9F%8C%BFDo%20you%20have%20a%20passion%20for%20land%20conservation%20and%20strong%20leadership%20skills%3F%20Teton%20Regional%20Land%20Trust%20is%20looking%20for%20a%20Stewardship%20Director%20to%20guide%20our%20Stewardship%20Program%2C%20working%20with%20landowners%2C%20conservation%20partners%2C%20and%20our%20dedicated%20team%20to%20protect%20the%20wild%20and%20working%20lands%20of%20eastern%20Idaho.%F0%9F%8C%BFLead%20and%20oversee%20TRLT%E2%80%99s%20Stewardship%20Program%F0%9F%8C%BFBuild%20relationships%20with%20landowners%20%26amp%3B%20partners%F0%9F%8C%BFSupervise%20and%20support%20stewardship%20staffPlease%20submit%20a%20cover%20letter%20explaining%20your%20interest%20in%20the%20position%20with%20resume%20and%20three%20professional%20references%20to%20tamara%40tetonlandtrust.org.%20We%20will%20start%20reviewing%20applications%20on%20September%2015.Click%20here%20to%20learn%20more%3A%20tetonlandtrust.org%2Fconnect%2Femployment-opportunities%2F...%23Conservation%20%23NowHiring%20%23Stewardship%20%23LandTrust%20%23EasternIdaho%20%23CareersInConservation%20%23TetonRegionalLandTrust%20%23TRLT35%20%09%09"", ""mailto"": ""mailto:?subject=Facebook&body=https%3A%2F%2Fwww.facebook.com%2F360428179647_1204707741694844%20-%20%0A%09We%E2%80%99re%20hiring%20a%20Stewardship%20Director%21%20%F0%9F%8C%BFDo%20you%20have%20a%20passion%20for%20land%20conservation%20and%20strong%20leadership%20skills%3F%20Teton%20Regional%20Land%20Trust%20is%20looking%20for%20a%20Stewardship%20Director%20to%20guide%20our%20Stewardship%20Program%2C%20working%20with%20landowners%2C%20conservation%20partners%2C%20and%20our%20dedicated%20team%20to%20protect%20the%20wild%20and%20working%20lands%20of%20eastern%20Idaho.%F0%9F%8C%BFLead%20and%20oversee%20TRLT%E2%80%99s%20Stewardship%20Program%F0%9F%8C%BFBuild%20relationships%20with%20landowners%20%26amp%3B%20partners%F0%9F%8C%BFSupervise%20and%20support%20stewardship%20staffPlease%20submit%20a%20cover%20letter%20explaining%20your%20interest%20in%20the%20position%20with%20resume%20and%20three%20professional%20references%20to%20tamara%40tetonlandtrust.org.%20We%20will%20start%20reviewing%20applications%20on%20September%2015.Click%20here%20to%20learn%20more%3A%20tetonlandtrust.org%2Fconnect%2Femployment-opportunities%2F...%23Conservation%20%23NowHiring%20%23Stewardship%20%23LandTrust%20%23EasternIdaho%20%23CareersInConservation%20%23TetonRegionalLandTrust%20%23TRLT35%20%09%0A%09"", ""cdninstagram"": ""https://scontent-ord5-2.cdninstagram.com/v/t39.30808-6/517600735_1160263822805903_4655018287667632791_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=1-7&_nc_sid=18de74&_nc_ohc=Ju1iAn-XyVgQ7kNvwFf9NUX&_nc_oc=AdlsrY3dzte_laLxiLJEXp2uU9b1PSHhZx2K7lkVNE7ycp1QfzxBynMRc9w-2FpJVZQ&_nc_zt=23&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=vllZonvOdM7xjcWzctekqA&oh=00_AfR1DcZCryLN8ygYZDzvghkPNYj4WGdNuBqLPoE7eWk99g&oe=688273B1""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/tetonlandtrust/?ref=ts	https://scontent-ord5-2.cdninstagram.com/v/t39.30808-6/517600735_1160263822805903_4655018287667632791_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=1-7&_nc_sid=18de74&_nc_ohc=Ju1iAn-XyVgQ7kNvwFf9NUX&_nc_oc=AdlsrY3dzte_laLxiLJEXp2uU9b1PSHhZx2K7lkVNE7ycp1QfzxBynMRc9w-2FpJVZQ&_nc_zt=23&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=vllZonvOdM7xjcWzctekqA&oh=00_AfR1DcZCryLN8ygYZDzvghkPNYj4WGdNuBqLPoE7eWk99g&oe=688273B1		https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fwww.facebook.com%2F360428179647_1204707741694844&title=%09We%E2%80%99re%20hiring%20a%20Stewardship%20Director%21%20%F0%9F%8C%BFDo%20you%20have%20a%20passion%20for%20land%20conservation%20and%20strong%20leadership%20skills%3F%20Teton%20Regional%20Land%20Trust%20is%20looking%20for%20a%20Stewardship%20Director%20to%20guide%20our%20Stewardship%20Program%2C%20working%20with%20landowners%2C%20conservation%20partners%2C%20and%20our%20dedicated%20team%20to%20protect%20the%20wild%20and%20working%20lands%20of%20eastern%20Idaho.%F0%9F%8C%BFLead%20and%20oversee%20TRLT%E2%80%99s%20Stewardship%20Program%F0%9F%8C%BFBuild%20relationships%20with%20landowners%20%26amp%3B%20partners%F0%9F%8C%BFSupervise%20and%20support%20stewardship%20staffPlease%20submit%20a%20cover%20letter%20explaining%20your%20interest%20in%20the%20position%20with%20resume%20and%20three%20professional%20references%20to%20tamara%40tetonlandtrust.org.%20We%20will%20start%20reviewing%20applications%20on%20September%2015.Click%20here%20to%20learn%20more%3A%20tetonlandtrust.org%2Fconnect%2Femployment-opportunities%2F...%23Conservation%20%23NowHiring%20%23Stewardship%20%23LandTrust%20%23EasternIdaho%20%23CareersInConservation%20%23TetonRegionalLandTrust%20%23TRLT35%20%09%09
Idaho	Wood River Land Trust	https://www.woodriverlandtrust.org	200	Home | Wood River Land Trust - Wood River Valley, Idaho	Wood River Land Trust aims to protect and sustain the treasured landscapes and life-giving waters of the Wood River Valley and inspire love for this special place for generations to come.	CELEBRATING 30 YEARS|Preserving Our Valley's Legacy	Who We Are|||||Public Access Preserves||||	https://www.woodriverlandtrust.org/ways-to-give	https://www.woodriverlandtrust.org/get-involved		No	"{""facebook"": ""https://www.facebook.com/woodriver.landtrust"", ""instagram"": ""https://www.instagram.com/woodriverlandtrust/"", ""vimeo"": ""https://vimeo.com/woodriverlandtrust"", ""box"": ""https://account.box.com/login""}"			https://www.facebook.com/woodriver.landtrust	https://www.instagram.com/woodriverlandtrust/		
Illinois	Jo Daviess Conservation Foundation	https://www.jdcf.org	FetchError:ERROR: 0, message='', url=URL('https://www.jdcf.org')															
Illinois	Lake Forest Open Lands Association	https://lfola.org/	200	Lake Forest Open Lands – Think Outside®	Lake Forest Open Lands Association is an independently funded conservation and educational organization devoted to the acquisition and stewardship of our natural landscapes, and to ensuring all generations have a meaningful, lasting connection to nature and our land.		About Us|Mission|Boards|Staff|Careers|Summer Interns|Our History|Land Acknowledgement|Contact Us|Find Your Preserve	https://app.etapestry.com/cart/LakeForestOpenLandsAssocia/default/category.php?ref=1770.0.304962605	https://lfola.org/support/volunteer/	https://lfola.org/conserve-your-land/	No	"{""facebook"": ""https://www.facebook.com/LFOpenLands"", ""instagram"": ""https://www.instagram.com/lfopenlands/"", ""linkedin"": ""https://www.linkedin.com/company/lake-forest-open-lands/"", ""youtube"": ""https://www.youtube.com/@lfopenlands""}"	WordPress	Google Analytics/Tag Manager	https://www.facebook.com/LFOpenLands	https://www.instagram.com/lfopenlands/	https://www.youtube.com/@lfopenlands	https://www.linkedin.com/company/lake-forest-open-lands/
